TEXT;Value
toshima16911;0
toshima16912;0
toshima16913;0
toshima16914;0
toshima16915;0
toshima16916;0
toshima16917;0
toshima16918;0
toshima16919;0
toshima1692;1
toshima16920;0
toshima16921;0
toshima16922;0
toshima16923;0
toshima16924;0
toshima16925;0
toshima16926;0
toshima16927;0
toshima16928;0
toshima16929;0
toshima1693;1
toshima16930;0
toshima16931;0
toshima16932;0
toshima16933;0
toshima16934;0
toshima16935;0
toshima16936;0
toshima16937;0
toshima16938;0
toshima16939;0
toshima1694;1
toshima16940;0
toshima16941;0
toshima16942;0
toshima16943;0
toshima16944;0
toshima16945;0
toshima16946;0
toshima16947;0
toshima16948;0
toshima16949;0
toshima1695;1
toshima16950;0
toshima16951;0
toshima16952;0
toshima16953;0
toshima16954;0
toshima16955;0
toshima16956;0
toshima16957;0
toshima16958;0
toshima16959;0
toshima1696;1
toshima16960;0
toshima16961;0
toshima16962;0
toshima16963;0
toshima16964;0
toshima16965;0
toshima16966;0
toshima16967;0
toshima16968;0
toshima16969;0
toshima1697;1
toshima16970;0
toshima16971;0
toshima16972;0
toshima16973;0
toshima16974;0
toshima16975;0
toshima16976;0
toshima16977;0
toshima16978;0
toshima16979;0
toshima1698;1
toshima16980;0
toshima16981;0
toshima16982;0
toshima16983;0
toshima16984;0
toshima16985;0
toshima16986;0
toshima16987;0
toshima16988;0
toshima16989;0
toshima1699;1
toshima16990;0
toshima16991;0
toshima16992;0
toshima16993;0
toshima16994;0
toshima16995;0
toshima16996;0
toshima16997;0
toshima16998;0
toshima16999;0
toshima17;1
toshima170;1
toshima1700;1
toshima17000;0
toshima17001;0
toshima17002;0
toshima17003;0
toshima17004;0
toshima17005;0
toshima17006;0
toshima17007;0
toshima17008;0
toshima17009;0
toshima1701;1
toshima17010;0
toshima17011;0
toshima17012;0
toshima17013;0
toshima17014;0
toshima17015;0
toshima17016;0
toshima17017;0
toshima17018;0
toshima17019;0
toshima1702;1
toshima17020;0
toshima17021;0
toshima17022;0
toshima17023;0
toshima17024;0
toshima17025;0
toshima17026;0
toshima17027;0
toshima17028;0
toshima17029;0
toshima1703;1
toshima17030;0
toshima17031;0
toshima17032;0
toshima17033;0
toshima17034;0
toshima17035;0
toshima17036;0
toshima17037;0
toshima17038;0
toshima17039;0
toshima1704;1
toshima17040;0
toshima17041;0
toshima17042;0
toshima17043;0
toshima17044;0
toshima17045;0
toshima17046;0
toshima17047;0
toshima17048;0
toshima17049;0
toshima1705;1
toshima17050;0
toshima17051;0
toshima17052;0
toshima17053;0
toshima17054;0
toshima17055;0
toshima17056;0
toshima17057;0
toshima17058;0
toshima17059;0
toshima1706;1
toshima17060;0
toshima17061;0
toshima17062;0
toshima17063;0
toshima17064;0
toshima17065;0
toshima17066;0
toshima17067;0
toshima17068;0
toshima17069;0
toshima1707;1
toshima17070;0
toshima17071;0
toshima17072;0
toshima17073;0
toshima17074;0
toshima17075;0
toshima17076;0
toshima17077;0
toshima17078;0
toshima17079;0
toshima1708;1
toshima17080;0
toshima17081;0
toshima17082;0
toshima17083;0
toshima17084;0
toshima17085;0
toshima17086;0
toshima17087;0
toshima17088;0
toshima17089;0
toshima1709;1
toshima17090;0
toshima17091;0
toshima17092;0
toshima17093;0
toshima17094;0
toshima17095;0
toshima17096;0
toshima17097;0
toshima17098;0
toshima17099;0
toshima171;1
toshima1710;1
toshima17100;0
toshima17101;0
toshima17102;0
toshima17103;0
toshima17104;0
toshima17105;0
toshima17106;0
toshima17107;0
toshima17108;0
toshima17109;0
toshima1711;1
toshima17110;0
toshima17111;0
toshima17112;0
toshima17113;0
toshima17114;0
toshima17115;0
toshima17116;0
toshima17117;0
toshima17118;0
toshima17119;0
toshima1712;1
toshima17120;0
toshima17121;0
toshima17122;0
toshima17123;0
toshima17124;0
toshima17125;0
toshima17126;0
toshima17127;0
toshima17128;0
toshima17129;0
toshima1713;1
toshima17130;0
toshima17131;0
toshima17132;0
toshima17133;0
toshima17134;0
toshima17135;0
toshima17136;0
toshima17137;0
toshima17138;0
toshima17139;0
toshima1714;1
toshima17140;0
toshima17141;0
toshima17142;0
toshima17143;0
toshima17144;0
toshima17145;0
toshima17146;0
toshima17147;0
toshima17148;0
toshima17149;0
toshima1715;1
toshima17150;0
toshima17151;0
toshima17152;0
toshima17153;0
toshima17154;0
toshima17155;0
toshima17156;0
toshima17157;0
toshima17158;0
toshima17159;0
toshima1716;1
toshima17160;0
toshima17161;0
toshima17162;0
toshima17163;0
toshima17164;0
toshima17165;0
toshima17166;0
toshima17167;0
toshima17168;0
toshima17169;0
toshima1717;1
toshima17170;0
toshima17171;0
toshima17172;0
toshima17173;0
toshima17174;0
toshima17175;0
toshima17176;0
toshima17177;0
toshima17178;0
toshima17179;0
toshima1718;1
toshima17180;0
toshima17181;0
toshima17182;0
toshima17183;0
toshima17184;0
toshima17185;0
toshima17186;0
toshima17187;0
toshima17188;0
toshima17189;0
toshima1719;1
toshima17190;0
toshima17191;0
toshima17192;0
toshima17193;0
toshima17194;0
toshima17195;0
toshima17196;0
toshima17197;0
toshima17198;0
toshima17199;0
toshima172;1
toshima1720;1
toshima17200;0
toshima17201;0
toshima17202;0
toshima17203;0
toshima17204;0
toshima17205;0
toshima17206;0
toshima17207;0
toshima17208;0
toshima17209;0
toshima1721;1
toshima17210;0
toshima17211;0
toshima17212;0
toshima17213;0
toshima17214;0
toshima17215;0
toshima17216;0
toshima17217;0
toshima17218;0
toshima17219;0
toshima1722;1
toshima17220;0
toshima17221;0
toshima17222;0
toshima17223;0
toshima17224;0
toshima17225;0
toshima17226;0
toshima17227;0
toshima17228;0
toshima17229;0
toshima1723;1
toshima17230;0
toshima17231;0
toshima17232;0
toshima17233;0
toshima17234;0
toshima17235;0
toshima17236;0
toshima17237;0
toshima17238;0
toshima17239;0
toshima1724;1
toshima17240;0
toshima17241;0
toshima17242;0
toshima17243;0
toshima17244;0
toshima17245;0
toshima17246;0
toshima17247;0
toshima17248;0
toshima17249;0
toshima1725;1
toshima17250;0
toshima17251;0
toshima17252;0
toshima17253;0
toshima17254;0
toshima17255;0
toshima17256;0
toshima17257;0
toshima17258;0
toshima17259;0
toshima1726;1
toshima17260;0
toshima17261;0
toshima17262;0
toshima17263;0
toshima17264;0
toshima17265;0
toshima17266;0
toshima17267;0
toshima17268;0
toshima17269;0
toshima1727;1
toshima17270;0
toshima17271;0
toshima17272;0
toshima17273;0
toshima17274;0
toshima17275;0
toshima17276;0
toshima17277;0
toshima17278;0
toshima17279;0
toshima1728;1
toshima17280;0
toshima17281;0
toshima17282;0
toshima17283;0
toshima17284;0
toshima17285;0
toshima17286;0
toshima17287;0
toshima17288;0
toshima17289;0
toshima1729;1
toshima17290;0
toshima17291;0
toshima17292;0
toshima17293;0
toshima17294;0
toshima17295;0
toshima17296;0
toshima17297;0
toshima17298;0
toshima17299;0
toshima173;1
toshima1730;1
toshima17300;0
toshima17301;0
toshima17302;0
toshima17303;0
toshima17304;0
toshima17305;0
toshima17306;0
toshima17307;0
toshima17308;0
toshima17309;0
toshima1731;1
toshima17310;0
toshima17311;0
toshima17312;0
toshima17313;0
toshima17314;0
toshima17315;0
toshima17316;0
toshima17317;0
toshima17318;0
toshima17319;0
toshima1732;1
toshima17320;0
toshima17321;0
toshima17322;0
toshima17323;0
toshima17324;0
toshima17325;0
toshima17326;0
toshima17327;0
toshima17328;0
toshima17329;0
toshima1733;1
toshima17330;0
toshima17331;0
toshima17332;0
toshima17333;0
toshima17334;0
toshima17335;0
toshima17336;0
toshima17337;0
toshima17338;0
toshima17339;0
toshima1734;1
toshima17340;0
toshima17341;0
toshima17342;0
toshima17343;0
toshima17344;0
toshima17345;0
toshima17346;0
toshima17347;0
toshima17348;0
toshima17349;0
toshima1735;1
toshima17350;0
toshima17351;0
toshima17352;0
toshima17353;0
toshima17354;0
toshima17355;0
toshima17356;0
toshima17357;0
toshima17358;0
toshima17359;0
toshima1736;1
toshima17360;0
toshima17361;0
toshima17362;0
toshima17363;0
toshima17364;0
toshima17365;0
toshima17366;0
toshima17367;0
toshima17368;0
toshima17369;0
toshima1737;1
toshima17370;0
toshima17371;0
toshima17372;0
toshima17373;0
toshima17374;0
toshima17375;0
toshima17376;0
toshima17377;0
toshima17378;0
toshima17379;0
toshima1738;1
toshima17380;0
toshima17381;0
toshima17382;0
toshima17383;0
toshima17384;0
toshima17385;0
toshima17386;0
toshima17387;0
toshima17388;0
toshima17389;0
toshima1739;1
toshima17390;0
toshima17391;0
toshima17392;0
toshima17393;0
toshima17394;0
toshima17395;0
toshima17396;0
toshima17397;0
toshima17398;0
toshima17399;0
toshima174;1
toshima1740;1
toshima17400;0
toshima17401;0
toshima17402;0
toshima17403;0
toshima17404;0
toshima17405;0
toshima17406;0
toshima17407;0
toshima17408;0
toshima17409;0
toshima1741;1
toshima17410;0
toshima17411;0
toshima17412;0
toshima17413;0
toshima17414;0
toshima17415;0
toshima17416;0
toshima17417;0
toshima17418;0
toshima17419;0
toshima1742;1
toshima17420;0
toshima17421;0
toshima17422;0
toshima17423;0
toshima17424;0
toshima17425;0
toshima17426;0
toshima17427;0
toshima17428;0
toshima17429;0
toshima1743;1
toshima17430;0
toshima17431;0
toshima17432;0
toshima17433;0
toshima17434;0
toshima17435;0
toshima17436;0
toshima17437;0
toshima17438;0
toshima17439;0
toshima1744;1
toshima17440;0
toshima17441;0
toshima17442;0
toshima17443;0
toshima17444;0
toshima17445;0
toshima17446;0
toshima17447;0
toshima17448;0
toshima17449;0
toshima1745;1
toshima17450;0
toshima17451;0
toshima17452;0
toshima17453;0
toshima17454;0
toshima17455;0
toshima17456;0
toshima17457;0
toshima17458;0
toshima17459;0
toshima1746;1
toshima17460;0
toshima17461;0
toshima17462;0
toshima17463;0
toshima17464;0
toshima17465;0
toshima17466;0
toshima17467;0
toshima17468;0
toshima17469;0
toshima1747;1
toshima17470;0
toshima17471;0
toshima17472;0
toshima17473;0
toshima17474;0
toshima17475;0
toshima17476;0
toshima17477;0
toshima17478;0
toshima17479;0
toshima1748;1
toshima17480;0
toshima17481;0
toshima17482;0
toshima17483;0
toshima17484;0
toshima17485;0
toshima17486;0
toshima17487;0
toshima17488;0
toshima17489;0
toshima1749;1
toshima17490;0
toshima17491;0
toshima17492;0
toshima17493;0
toshima17494;0
toshima17495;0
toshima17496;0
toshima17497;0
toshima17498;0
toshima17499;0
toshima175;1
toshima1750;1
toshima17500;0
toshima17501;0
toshima17502;0
toshima17503;0
toshima17504;0
toshima17505;0
toshima17506;0
toshima17507;0
toshima17508;0
toshima17509;0
toshima1751;1
toshima17510;0
toshima17511;0
toshima17512;0
toshima17513;0
toshima17514;0
toshima17515;0
toshima17516;0
toshima17517;0
toshima17518;0
toshima17519;0
toshima1752;1
toshima17520;0
toshima17521;0
toshima17522;0
toshima17523;0
toshima17524;0
toshima17525;0
toshima17526;0
toshima17527;0
toshima17528;0
toshima17529;0
toshima1753;1
toshima17530;0
toshima17531;0
toshima17532;0
toshima17533;0
toshima17534;0
toshima17535;0
toshima17536;0
toshima17537;0
toshima17538;0
toshima17539;0
toshima1754;1
toshima17540;0
toshima17541;0
toshima17542;0
toshima17543;0
toshima17544;0
toshima17545;0
toshima17546;0
toshima17547;0
toshima17548;0
toshima17549;0
toshima1755;1
toshima17550;0
toshima17551;0
toshima17552;0
toshima17553;0
toshima17554;0
toshima17555;0
toshima17556;0
toshima17557;0
toshima17558;0
toshima17559;0
toshima1756;1
toshima17560;0
toshima17561;0
toshima17562;0
toshima17563;0
toshima17564;0
toshima17565;0
toshima17566;0
toshima17567;0
toshima17568;0
toshima17569;0
toshima1757;1
toshima17570;0
toshima17571;0
toshima17572;0
toshima17573;0
toshima17574;0
toshima17575;0
toshima17576;0
toshima17577;0
toshima17578;0
toshima17579;0
toshima1758;1
toshima17580;0
toshima17581;0
toshima17582;0
toshima17583;0
toshima17584;0
toshima17585;0
toshima17586;0
toshima17587;0
toshima17588;0
toshima17589;0
toshima1759;1
toshima17590;0
toshima17591;0
toshima17592;0
toshima17593;0
toshima17594;0
toshima17595;0
toshima17596;0
toshima17597;0
toshima17598;0
toshima17599;0
toshima176;1
toshima1760;1
toshima17600;0
toshima17601;0
toshima17602;0
toshima17603;0
toshima17604;0
toshima17605;0
toshima17606;0
toshima17607;0
toshima17608;0
toshima17609;0
toshima1761;1
toshima17610;0
toshima17611;0
toshima17612;0
toshima17613;0
toshima17614;0
toshima17615;0
toshima17616;0
toshima17617;0
toshima17618;0
toshima17619;0
toshima1762;1
toshima17620;0
toshima17621;0
toshima17622;0
toshima17623;0
toshima17624;0
toshima17625;0
toshima17626;0
toshima17627;0
toshima17628;0
toshima17629;0
toshima1763;1
toshima17630;0
toshima17631;0
toshima17632;0
toshima17633;0
toshima17634;0
toshima17635;0
toshima17636;0
toshima17637;0
toshima17638;0
toshima17639;0
toshima1764;1
toshima17640;0
toshima17641;0
toshima17642;0
toshima17643;0
toshima17644;0
toshima17645;0
toshima17646;0
toshima17647;0
toshima17648;0
toshima17649;0
toshima1765;1
toshima17650;0
toshima17651;0
toshima17652;0
toshima17653;0
toshima17654;0
toshima17655;0
toshima17656;0
toshima17657;0
toshima17658;0
toshima17659;0
toshima1766;1
toshima17660;0
toshima17661;0
toshima17662;0
toshima17663;0
toshima17664;0
toshima17665;0
toshima17666;0
toshima17667;0
toshima17668;0
toshima17669;0
toshima1767;1
toshima17670;0
toshima17671;0
toshima17672;0
toshima17673;0
toshima17674;0
toshima17675;0
toshima17676;0
toshima17677;0
toshima17678;0
toshima17679;0
toshima1768;1
toshima17680;0
toshima17681;0
toshima17682;0
toshima17683;0
toshima17684;0
toshima17685;0
toshima17686;0
toshima17687;0
toshima17688;0
toshima17689;0
toshima1769;1
toshima17690;0
toshima17691;0
toshima17692;0
toshima17693;0
toshima17694;0
toshima17695;0
toshima17696;0
toshima17697;0
toshima17698;0
toshima17699;0
toshima177;1
toshima1770;1
toshima17700;0
toshima17701;0
toshima17702;0
toshima17703;0
toshima17704;0
toshima17705;0
toshima17706;0
toshima17707;0
toshima17708;0
toshima17709;0
toshima1771;1
toshima17710;0
toshima17711;0
toshima17712;0
toshima17713;0
toshima17714;0
toshima17715;0
toshima17716;0
toshima17717;0
toshima17718;0
toshima17719;0
toshima1772;1
toshima17720;0
toshima17721;0
toshima17722;0
toshima17723;0
toshima17724;0
toshima17725;0
toshima17726;0
toshima17727;0
toshima17728;0
toshima17729;0
toshima1773;1
toshima17730;0
toshima17731;0
toshima17732;0
toshima17733;0
toshima17734;0
toshima17735;0
toshima17736;0
toshima17737;0
toshima17738;0
toshima17739;0
toshima1774;1
toshima17740;0
toshima17741;0
toshima17742;0
toshima17743;0
toshima17744;0
toshima17745;0
toshima17746;0
toshima17747;0
toshima17748;0
toshima17749;0
toshima1775;1
toshima17750;0
toshima17751;0
toshima17752;0
toshima17753;0
toshima17754;0
toshima17755;0
toshima17756;0
toshima17757;0
toshima17758;0
toshima17759;0
toshima1776;1
toshima17760;0
toshima17761;0
toshima17762;0
toshima17763;0
toshima17764;0
toshima17765;0
toshima17766;0
toshima17767;0
toshima17768;0
toshima17769;0
toshima1777;1
toshima17770;0
toshima17771;0
toshima17772;0
toshima17773;0
toshima17774;0
toshima17775;0
toshima17776;0
toshima17777;0
toshima17778;0
toshima17779;0
toshima1778;1
toshima17780;0
toshima17781;0
toshima17782;0
toshima17783;0
toshima17784;0
toshima17785;0
toshima17786;0
toshima17787;0
toshima17788;0
toshima17789;0
toshima1779;1
toshima17790;0
toshima17791;0
toshima17792;0
toshima17793;0
toshima17794;0
toshima17795;0
toshima17796;0
toshima17797;0
toshima17798;0
toshima17799;0
toshima178;1
toshima1780;1
toshima17800;0
toshima17801;0
toshima17802;0
toshima17803;0
toshima17804;0
toshima17805;0
toshima17806;0
toshima17807;0
toshima17808;0
toshima17809;0
toshima1781;1
toshima17810;0
toshima17811;0
toshima17812;0
toshima17813;0
toshima17814;0
toshima17815;0
toshima17816;0
toshima17817;0
toshima17818;0
toshima17819;0
toshima1782;1
toshima17820;0
toshima17821;0
toshima17822;0
toshima17823;0
toshima17824;0
toshima17825;0
toshima17826;0
toshima17827;0
toshima17828;0
toshima17829;0
toshima1783;1
toshima17830;0
toshima17831;0
toshima17832;0
toshima17833;0
toshima17834;0
toshima17835;0
toshima17836;0
toshima17837;0
toshima17838;0
toshima17839;0
toshima1784;1
toshima17840;0
toshima17841;0
toshima17842;0
toshima17843;0
toshima17844;0
toshima17845;0
toshima17846;0
toshima17847;0
toshima17848;0
toshima17849;0
toshima1785;1
toshima17850;0
toshima17851;0
toshima17852;0
toshima17853;0
toshima17854;0
toshima17855;0
toshima17856;0
toshima17857;0
toshima17858;0
toshima17859;0
toshima1786;1
toshima17860;0
toshima17861;0
toshima17862;0
toshima17863;0
toshima17864;0
toshima17865;0
toshima17866;0
toshima17867;0
toshima17868;0
toshima17869;0
toshima1787;1
toshima17870;0
toshima17871;0
toshima17872;0
toshima17873;0
toshima17874;0
toshima17875;0
toshima17876;0
toshima17877;0
toshima17878;0
toshima17879;0
toshima1788;1
toshima17880;0
toshima17881;0
toshima17882;0
toshima17883;0
toshima17884;0
toshima17885;0
toshima17886;0
toshima17887;0
toshima17888;0
toshima17889;0
toshima1789;1
toshima17890;0
toshima17891;0
toshima17892;0
toshima17893;0
toshima17894;0
toshima17895;0
toshima17896;0
toshima17897;0
toshima17898;0
toshima17899;0
toshima179;1
toshima1790;1
toshima17900;0
toshima17901;0
toshima17902;0
toshima17903;0
toshima17904;0
toshima17905;0
toshima17906;0
toshima17907;0
toshima17908;0
toshima17909;0
toshima1791;1
toshima17910;0
toshima17911;0
toshima17912;0
toshima17913;0
toshima17914;0
toshima17915;0
toshima17916;0
toshima17917;0
toshima17918;0
toshima17919;0
toshima1792;1
toshima17920;0
toshima17921;0
toshima17922;0
toshima17923;0
toshima17924;0
toshima17925;0
toshima17926;0
toshima17927;0
toshima17928;0
toshima17929;0
toshima1793;1
toshima17930;0
toshima17931;0
toshima17932;0
toshima17933;0
toshima17934;0
toshima17935;0
toshima17936;0
toshima17937;0
toshima17938;0
toshima17939;0
toshima1794;1
toshima17940;0
toshima17941;0
toshima17942;0
toshima17943;0
toshima17944;0
toshima17945;0
toshima17946;0
toshima17947;0
toshima17948;0
toshima17949;0
toshima1795;1
toshima17950;0
toshima17951;0
toshima17952;0
toshima17953;0
toshima17954;0
toshima17955;0
toshima17956;0
toshima17957;0
toshima17958;0
toshima17959;0
toshima1796;1
toshima17960;0
toshima17961;0
toshima17962;0
toshima17963;0
toshima17964;0
toshima17965;0
toshima17966;0
toshima17967;0
toshima17968;0
toshima17969;0
toshima1797;1
toshima17970;0
toshima17971;0
toshima17972;0
toshima17973;0
toshima17974;0
toshima17975;0
toshima17976;0
toshima17977;0
toshima17978;0
toshima17979;0
toshima1798;1
toshima17980;0
toshima17981;0
toshima17982;0
toshima17983;0
toshima17984;0
toshima17985;0
toshima17986;0
toshima17987;0
toshima17988;0
toshima17989;0
toshima1799;1
toshima17990;0
toshima17991;0
toshima17992;0
toshima17993;0
toshima17994;0
toshima17995;0
toshima17996;0
toshima17997;0
toshima17998;0
toshima17999;0
toshima18;1
toshima180;1
toshima1800;1
toshima18000;0
toshima18001;0
toshima18002;0
toshima18003;0
toshima18004;0
toshima18005;0
toshima18006;0
toshima18007;0
toshima18008;0
toshima18009;0
toshima1801;1
toshima18010;0
toshima18011;0
toshima18012;0
toshima18013;0
toshima18014;0
toshima18015;0
toshima18016;0
toshima18017;0
toshima18018;0
toshima18019;0
toshima1802;1
toshima18020;0
toshima18021;0
toshima18022;0
toshima18023;0
toshima18024;0
toshima18025;0
toshima18026;0
toshima18027;0
toshima18028;0
toshima18029;0
toshima1803;1
toshima18030;0
toshima18031;0
toshima18032;0
toshima18033;0
toshima18034;0
toshima18035;0
toshima18036;0
toshima18037;0
toshima18038;0
toshima18039;0
toshima1804;1
toshima18040;0
toshima18041;0
toshima18042;0
toshima18043;0
toshima18044;0
toshima18045;0
toshima18046;0
toshima18047;0
toshima18048;0
toshima18049;0
toshima1805;1
toshima18050;0
toshima18051;0
toshima18052;0
toshima18053;0
toshima18054;0
toshima18055;0
toshima18056;0
toshima18057;0
toshima18058;0
toshima18059;0
toshima1806;1
toshima18060;0
toshima18061;0
toshima18062;0
toshima18063;0
toshima18064;0
toshima18065;0
toshima18066;0
toshima18067;0
toshima18068;0
toshima18069;0
toshima1807;1
toshima18070;0
toshima18071;0
toshima18072;0
toshima18073;0
toshima18074;0
toshima18075;0
toshima18076;0
toshima18077;0
toshima18078;0
toshima18079;0
toshima1808;1
toshima18080;0
toshima18081;0
toshima18082;0
toshima18083;0
toshima18084;0
toshima18085;0
toshima18086;0
toshima18087;0
toshima18088;0
toshima18089;0
toshima1809;1
toshima18090;0
toshima18091;0
toshima18092;0
toshima18093;0
toshima18094;0
toshima18095;0
toshima18096;0
toshima18097;0
toshima18098;0
toshima18099;0
toshima181;1
toshima1810;1
toshima18100;0
toshima18101;0
toshima18102;0
toshima18103;0
toshima18104;0
toshima18105;0
toshima18106;0
toshima18107;0
toshima18108;0
toshima18109;0
toshima1811;1
toshima18110;0
toshima18111;0
toshima18112;0
toshima18113;0
toshima18114;0
toshima18115;0
toshima18116;0
toshima18117;0
toshima18118;0
toshima18119;0
toshima1812;1
toshima18120;0
toshima18121;0
toshima18122;0
toshima18123;0
toshima18124;0
toshima18125;0
toshima18126;0
toshima18127;0
toshima18128;0
toshima18129;0
toshima1813;1
toshima18130;0
toshima18131;0
toshima18132;0
toshima18133;0
toshima18134;0
toshima18135;0
toshima18136;0
toshima18137;0
toshima18138;0
toshima18139;0
toshima1814;1
toshima18140;0
toshima18141;0
toshima18142;0
toshima18143;0
toshima18144;0
toshima18145;0
toshima18146;0
toshima18147;0
toshima18148;0
toshima18149;0
toshima1815;1
toshima18150;0
toshima18151;0
toshima18152;0
toshima18153;0
toshima18154;0
toshima18155;0
toshima18156;0
toshima18157;0
toshima18158;0
toshima18159;0
toshima1816;1
toshima18160;0
toshima18161;0
toshima18162;0
toshima18163;0
toshima18164;0
toshima18165;0
toshima18166;0
toshima18167;0
toshima18168;0
toshima18169;0
toshima1817;1
toshima18170;0
toshima18171;0
toshima18172;0
toshima18173;0
toshima18174;0
toshima18175;0
toshima18176;0
toshima18177;0
toshima18178;0
toshima18179;0
toshima1818;1
toshima18180;0
toshima18181;0
toshima18182;0
toshima18183;0
toshima18184;0
toshima18185;0
toshima18186;0
toshima18187;0
toshima18188;0
toshima18189;0
toshima1819;1
toshima18190;0
toshima18191;0
toshima18192;0
toshima18193;0
toshima18194;0
toshima18195;0
toshima18196;0
toshima18197;0
toshima18198;0
toshima18199;0
toshima182;1
toshima1820;1
toshima18200;0
toshima18201;0
toshima18202;0
toshima18203;0
toshima18204;0
toshima18205;0
toshima18206;0
toshima18207;0
toshima18208;0
toshima18209;0
toshima1821;1
toshima18210;0
toshima18211;0
toshima18212;0
toshima18213;0
toshima18214;0
toshima18215;0
toshima18216;0
toshima18217;0
toshima18218;0
toshima18219;0
toshima1822;1
toshima18220;0
toshima18221;0
toshima18222;0
toshima18223;0
toshima18224;0
toshima18225;0
toshima18226;0
toshima18227;0
toshima18228;0
toshima18229;0
toshima1823;1
toshima18230;0
toshima18231;0
toshima18232;0
toshima18233;0
toshima18234;0
toshima18235;0
toshima18236;0
toshima18237;0
toshima18238;0
toshima18239;0
toshima1824;1
toshima18240;0
toshima18241;0
toshima18242;0
toshima18243;0
toshima18244;0
toshima18245;0
toshima18246;0
toshima18247;0
toshima18248;0
toshima18249;0
toshima1825;1
toshima18250;0
toshima18251;0
toshima18252;0
toshima18253;0
toshima18254;0
toshima18255;0
toshima18256;0
toshima18257;0
toshima18258;0
toshima18259;0
toshima1826;1
toshima18260;0
toshima18261;0
toshima18262;0
toshima18263;0
toshima18264;0
toshima18265;0
toshima18266;0
toshima18267;0
toshima18268;0
toshima18269;0
toshima1827;1
toshima18270;0
toshima18271;0
toshima18272;0
toshima18273;0
toshima18274;0
toshima18275;0
toshima18276;0
toshima18277;0
toshima18278;0
toshima18279;0
toshima1828;1
toshima18280;0
toshima18281;0
toshima18282;0
toshima18283;0
toshima18284;0
toshima18285;0
toshima18286;0
toshima18287;0
toshima18288;0
toshima18289;0
toshima1829;1
toshima18290;0
toshima18291;0
toshima18292;0
toshima18293;0
toshima18294;0
toshima18295;0
toshima18296;0
toshima18297;0
toshima18298;0
toshima18299;0
toshima183;1
toshima1830;1
toshima18300;0
toshima18301;0
toshima18302;0
toshima18303;0
toshima18304;0
toshima18305;0
toshima18306;0
toshima18307;0
toshima18308;0
toshima18309;0
toshima1831;1
toshima18310;0
toshima18311;0
toshima18312;0
toshima18313;0
toshima18314;0
toshima18315;0
toshima18316;0
toshima18317;0
toshima18318;0
toshima18319;0
toshima1832;1
toshima18320;0
toshima18321;0
toshima18322;0
toshima18323;0
toshima18324;0
toshima18325;0
toshima18326;0
toshima18327;0
toshima18328;0
toshima18329;0
toshima1833;1
toshima18330;0
toshima18331;0
toshima18332;0
toshima18333;0
toshima18334;0
toshima18335;0
toshima18336;0
toshima18337;0
toshima18338;0
toshima18339;0
toshima1834;1
toshima18340;0
toshima18341;0
toshima18342;0
toshima18343;0
toshima18344;0
toshima18345;0
toshima18346;0
toshima18347;0
toshima18348;0
toshima18349;0
toshima1835;1
toshima18350;0
toshima18351;0
toshima18352;0
toshima18353;0
toshima18354;0
toshima18355;0
toshima18356;0
toshima18357;0
toshima18358;0
toshima18359;0
toshima1836;1
toshima18360;0
toshima18361;0
toshima18362;0
toshima18363;0
toshima18364;0
toshima18365;0
toshima18366;0
toshima18367;0
toshima18368;0
toshima18369;0
toshima1837;1
toshima18370;0
toshima18371;0
toshima18372;0
toshima18373;0
toshima18374;0
toshima18375;0
toshima18376;0
toshima18377;0
toshima18378;0
toshima18379;0
toshima1838;1
toshima18380;0
toshima18381;0
toshima18382;0
toshima18383;0
toshima18384;0
toshima18385;0
toshima18386;0
toshima18387;0
toshima18388;0
toshima18389;0
toshima1839;1
toshima18390;0
toshima18391;0
toshima18392;0
toshima18393;0
toshima18394;0
toshima18395;0
toshima18396;0
toshima18397;0
toshima18398;0
toshima18399;0
toshima184;1
toshima1840;1
toshima18400;0
toshima18401;0
toshima18402;0
toshima18403;0
toshima18404;0
toshima18405;0
toshima18406;0
toshima18407;0
toshima18408;0
toshima18409;0
toshima1841;1
toshima18410;0
toshima18411;0
toshima18412;0
toshima18413;0
toshima18414;0
toshima18415;0
toshima18416;0
toshima18417;0
toshima18418;0
toshima18419;0
toshima1842;1
toshima18420;0
toshima18421;0
toshima18422;0
toshima18423;0
toshima18424;0
toshima18425;0
toshima18426;0
toshima18427;0
toshima18428;0
toshima18429;0
toshima1843;1
toshima18430;0
toshima18431;0
toshima18432;0
toshima18433;0
toshima18434;0
toshima18435;0
toshima18436;0
toshima18437;0
toshima18438;0
toshima18439;0
toshima1844;1
toshima18440;0
toshima18441;0
toshima18442;0
toshima18443;0
toshima18444;0
toshima18445;0
toshima18446;0
toshima18447;0
toshima18448;0
toshima18449;0
toshima1845;1
toshima18450;0
toshima18451;0
toshima18452;0
toshima18453;0
toshima18454;0
toshima18455;0
toshima18456;0
toshima18457;0
toshima18458;0
toshima18459;0
toshima1846;1
toshima18460;0
toshima18461;0
toshima18462;0
toshima18463;0
toshima18464;0
toshima18465;0
toshima18466;0
toshima18467;0
toshima18468;0
toshima18469;0
toshima1847;1
toshima18470;0
toshima18471;0
toshima18472;0
toshima18473;0
toshima18474;0
toshima18475;0
toshima18476;0
toshima18477;0
toshima18478;0
toshima18479;0
toshima1848;1
toshima18480;0
toshima18481;0
toshima18482;0
toshima18483;0
toshima18484;0
toshima18485;0
toshima18486;0
toshima18487;0
